"ID","Family","Genus","Species","Authority1","Infraname","Authority2"
"1761","Acanthaceae","Acanthus","spinosus","L.",NA,NA
"6562","Adoxaceae","Sambucus","ebulus","L.",NA,NA
"2967","Adoxaceae","Sambucus","nigra","L.",NA,NA
"6053","Adoxaceae","Sambucus","racemosa","L.",NA,NA
"3228","Adoxaceae","Viburnum","lantana","L.",NA,NA
"5191","Adoxaceae","Viburnum","opulus","L.",NA,NA
"5193","Adoxaceae","Viburnum","tinus","L.","ssp. tinus",NA
"3229","Adoxaceae","Viburnum","tinus","L.",NA,NA
"6855","Aizoaceae","Mesembryanthemum","crystallinum","L.",NA,NA
"6716","Aizoaceae","Mesembryanthemum","nodiflorum","L.",NA,NA
"4845","Alismataceae","Baldellia","ranunculoides","(L.) Parl.",NA,NA
"3869","Altingiaceae","Liquidambar","orientalis","Miller",NA,NA
"5765","Amaranthaceae","Amaranthus","blitoides","S. Watson",NA,NA
"1812","Amaranthaceae","Anabasis","articulata","(Forskål) Moq.",NA,NA
"5279","Amaranthaceae","Arthrocnemum","macrostachyum","(Moric.) Moris",NA,NA
"1905","Amaranthaceae","Atriplex","halimus","L.",NA,NA
"5281","Amaranthaceae","Atriplex","portulacoides","L.",NA,NA
"5283","Amaranthaceae","Atriplex","semibaccata","R.Br.",NA,NA
"5195","Amaranthaceae","Bosea","cypria","Hooker fil.",NA,NA
"1984","Amaranthaceae","Camphorosma","monspeliaca","L.",NA,NA
"5820","Amaranthaceae","Chenopodium","album","L.",NA,NA
"5285","Amaranthaceae","Halocnemum","strobilaceum","(Pallas) MB.",NA,NA
"6689","Amaranthaceae","Halogeton","sativus","(L.) Moq.",NA,NA
"5287","Amaranthaceae","Noaea","mucronata","(Forsskål) Ascherson & Schweinf.",NA,NA
"5914","Amaranthaceae","Polycnemum","majus","A. Braun",NA,NA
"2957","Amaranthaceae","Salsola","genistoides","Juss. ex Poiret",NA,NA
"6730","Amaranthaceae","Salsola","kali","L.",NA,NA
"6008","Amaranthaceae","Salsola","oppositifolia","Desf.",NA,NA
"2958","Amaranthaceae","Salsola","vermiculata","L.",NA,NA
"5289","Amaranthaceae","Sarcocornia","fruticosa","(L.) A. J. Scott",NA,NA
"5291","Amaranthaceae","Sarcocornia","perennis","(Miller) A. J. Scott",NA,NA
"5293","Amaranthaceae","Suaeda","aegyptiaca","(Hasselq.) Zohary",NA,NA
"5295","Amaranthaceae","Suaeda","vera","J. F. Gmelin",NA,NA
"6390","Amaryllidaceae","Acis","autumnalis","(L.) Sweet",NA,NA
"4100","Amaryllidaceae","Acis","longifolia","J.Gay ex M.Roem.",NA,NA
"4099","Amaryllidaceae","Acis","nicaeensis","(Ardoino) Lledó, A.P.Davis & M.B.Crespo",NA,NA
"6161","Amaryllidaceae","Allium","amethystinum","Tausch",NA,NA
"5760","Amaryllidaceae","Allium","ampeloprasum","L.",NA,NA
"6393","Amaryllidaceae","Allium","bourgeaui","Rech.f.","ssp. creticum","Bothmer"
"1794","Amaryllidaceae","Allium","cepa","L.",NA,NA
"1795","Amaryllidaceae","Allium","ericetorum","Thore",NA,NA
"3286","Amaryllidaceae","Allium","flavum","L.","ssp. tauricum","(Besser ex Reichenb.) Stearn"
"6163","Amaryllidaceae","Allium","hirtovaginatum","Kunth",NA,NA
"1796","Amaryllidaceae","Allium","insubricum","Boiss. & Reuter",NA,NA
"4671","Amaryllidaceae","Allium","paniculatum","L.","ssp. paniculatum",NA
"6830","Amaryllidaceae","Allium","roseum","L.",NA,NA
"6165","Amaryllidaceae","Allium","sandrasicum","Kollmann, Özhatay & Bothmer",NA,NA
"4423","Amaryllidaceae","Allium","schoenoprasum","L.",NA,NA
"1798","Amaryllidaceae","Allium","sphaerocephalon","L.",NA,NA
"1800","Amaryllidaceae","Allium","stamineum","Boiss.",NA,NA
"6395","Amaryllidaceae","Allium","staticiforme","Sm.",NA,NA
"1801","Amaryllidaceae","Allium","subhirsutum","L.",NA,NA
"1802","Amaryllidaceae","Allium","triquetrum","L.",NA,NA
"1803","Amaryllidaceae","Allium","ursinum","L.",NA,NA
"2581","Amaryllidaceae","Leucojum","vernum","L.",NA,NA
"6397","Amaryllidaceae","Narcissus","cavanillesii","Barra & G. López",NA,NA
"6399","Amaryllidaceae","Narcissus","confusus","Pugsley",NA,NA
"4408","Amaryllidaceae","Narcissus","dubius","Gouan",NA,NA
"6401","Amaryllidaceae","Narcissus","hispanicus","Gouan",NA,NA
"2695","Amaryllidaceae","Narcissus","papyraceus","Ker-Gawler",NA,NA
"4718","Amaryllidaceae","Narcissus","pseudo","L.","ssp. nevadensis","(Pugsley) A. Fernandes"
"2696","Amaryllidaceae","Narcissus","requienii","M.J. Roemer",NA,NA
"6405","Amaryllidaceae","Narcissus","rupicola","Dufour",NA,NA
"6407","Amaryllidaceae","Narcissus","serotinus","L.",NA,NA
"2697","Amaryllidaceae","Narcissus","tazetta","L.",NA,NA
"5511","Amaryllidaceae","Narcissus","triandrus","L.","ssp. pallidulus","(Graells) D.A. Webb"
"5686","Amaryllidaceae","Pancratium","maritimum","L.",NA,NA
"6168","Amaryllidaceae","Sternbergia","clusiana","(Ker Gawl.) Ker Gawl. ex Spreng.",NA,NA
"2165","Anacardiaceae","Cotinus","coggygria","Scop.",NA,NA
"2814","Anacardiaceae","Pistacia","atlantica","Desf.",NA,NA
"2815","Anacardiaceae","Pistacia","lentiscus","L.",NA,NA
"3279","Anacardiaceae","Pistacia","terebinthus","L.","ssp. palaestina","(Boiss.) Engler"
"2816","Anacardiaceae","Pistacia","terebinthus","L.",NA,NA
"2923","Anacardiaceae","Rhus","coriaria","L.",NA,NA
"3285","Apiaceae","Ainsworthia","trachycarpa","Boiss.",NA,NA
"5767","Apiaceae","Ammi","majus","L.",NA,NA
"5516","Apiaceae","Ammoides","pusilla","(Brot.) Breistr.",NA,NA
"1844","Apiaceae","Apium","nodiflorum","(L.) Lag.",NA,NA
"3289","Apiaceae","Artedia","squamata","L.",NA,NA
"1901","Apiaceae","Astrantia","major","L.",NA,NA
"6532","Apiaceae","Bifora","radians","Bieb.",NA,NA
"1956","Apiaceae","Bunium","ferulaceum","Sibth. & Sm.",NA,NA
"1958","Apiaceae","Bupleurum","baldense","Turra",NA,NA
"1959","Apiaceae","Bupleurum","foliosum","Salzm. ex DC.",NA,NA
"1960","Apiaceae","Bupleurum","fruticescens","L.",NA,NA
"1961","Apiaceae","Bupleurum","fruticosum","L.",NA,NA
"6388","Apiaceae","Bupleurum","gaudianum","Snogerup",NA,NA
"1962","Apiaceae","Bupleurum","praealtum","L.",NA,NA
"1963","Apiaceae","Bupleurum","ranunculoides","L.",NA,NA
"1964","Apiaceae","Bupleurum","rigidum","L.",NA,NA
"1965","Apiaceae","Bupleurum","semicompositum","L.",NA,NA
"1967","Apiaceae","Bupleurum","spinosum","Gouan",NA,NA
"3294","Apiaceae","Bupleurum","tenuissimum","L.",NA,NA
"5809","Apiaceae","Caucalis","platycarpos","L.",NA,NA
"3424","Apiaceae","Chaetosciadium","trichospermum","(L.) Boiss.",NA,NA
"4958","Apiaceae","Conopodium","majus","(Gouan) Loret","ssp. ramosum","(Costa) Silvestre"
"2148","Apiaceae","Coriandrum","sativum","L.",NA,NA
"4256","Apiaceae","Daucus","broteri","Ten.",NA,NA
"2230","Apiaceae","Daucus","carota","L.",NA,NA
"4610","Apiaceae","Daucus","durieua","Lange",NA,NA
"4673","Apiaceae","Daucus","guttatus","Sibth. & Sm.",NA,NA
"2231","Apiaceae","Daucus","involucratus","Sibth. & Sm.",NA,NA
"2232","Apiaceae","Daucus","muricatus","(L.) L.",NA,NA
"4847","Apiaceae","Echinophora","spinosa","L.",NA,NA
"2250","Apiaceae","Elaeoselinum","tenuifolium","(Lang.) Lange",NA,NA
"2293","Apiaceae","Eryngium","campestre","L.",NA,NA
"2294","Apiaceae","Eryngium","creticum","Lam.",NA,NA
"3499","Apiaceae","Eryngium","falcatum","Delar.",NA,NA
"4849","Apiaceae","Eryngium","maritimum","L.",NA,NA
"6171","Apiaceae","Ferula","communis","L.",NA,NA
"2325","Apiaceae","Ferula","tingitana","L.",NA,NA
"6173","Apiaceae","Ferulago","humilis","Boiss.",NA,NA
"2344","Apiaceae","Foeniculum","vulgare","Miller","ssp. piperitum","(Ucria) Coutinho"
"2343","Apiaceae","Foeniculum","vulgare","Miller",NA,NA
"2542","Apiaceae","Lagoecia","cuminoides","L.",NA,NA
"2547","Apiaceae","Laserpitium","gallicum","L.",NA,NA
"2548","Apiaceae","Laserpitium","nitidum","Zanted",NA,NA
"2549","Apiaceae","Laserpitium","siler","L.",NA,NA
"5747","Apiaceae","Magydaris","pastinacea","(Lam.) Paol.",NA,NA
"1720","Apiaceae","Malabaila","secacul","(Mill.) Boiss.",NA,NA
"2705","Apiaceae","Oenanthe","globulosa","L.",NA,NA
"2706","Apiaceae","Oenanthe","pimpinelloides","L.",NA,NA
"6057","Apiaceae","Opopanax","hispidus","(Friv.) Griseb.",NA,NA
"6176","Apiaceae","Orlaya","grandiflora","(L.) Hoffm.",NA,NA
"2776","Apiaceae","Peucedanum","cervaria","(L.) Lapeyr",NA,NA
"2777","Apiaceae","Peucedanum","oreoselinum","Moench",NA,NA
"6722","Apiaceae","Pseudorlaya","pumila","(L.) Grande",NA,NA
"5755","Apiaceae","Rouya","polygama","(Desf.) Coincy",NA,NA
"2970","Apiaceae","Sanicula","europaea","L.",NA,NA
"2987","Apiaceae","Scaligeria","cretica","(Miller) Boiss.",NA,NA
"6178","Apiaceae","Scandix","iberica","M.Bieb.",NA,NA
"2988","Apiaceae","Scandix","pecten-veneris","L.",NA,NA
"3026","Apiaceae","Seseli","elatum","L.",NA,NA
"3027","Apiaceae","Seseli","montanum","L.",NA,NA
"4853","Apiaceae","Seseli","tortuosum","L.",NA,NA
"4596","Apiaceae","Smyrnium","rotundifolium","Miller",NA,NA
"6861","Apiaceae","Stoibrax","dichotomum","(L.) Raf.",NA,NA
"3128","Apiaceae","Thapsia","garganica","L.",NA,NA
"3129","Apiaceae","Thapsia","villosa","L.",NA,NA
"3158","Apiaceae","Tordylium","apulum","L.",NA,NA
"7020","Apiaceae","Tordylium","maximum","L.",NA,NA
"3159","Apiaceae","Torilis","arvensis","(Hudson) Link",NA,NA
"7022","Apiaceae","Torilis","japonica","(Houtt.) DC.",NA,NA
"6059","Apiaceae","Torilis","leptophylla","(L.) Reichenb. fil.",NA,NA
"3160","Apiaceae","Torilis","nodosa","(L.) Gaertner",NA,NA
"4528","Apiaceae","Torilis","tenella","(Delile) Reichenb. fil.",NA,NA
"3193","Apiaceae","Trinia","glauca","(L.) Dumort.",NA,NA
"6916","Apiaceae","Turgenia","latifolia","(L.) Hoffm.",NA,NA
"6091","Apocynaceae","Apocynum","venetum","L.",NA,NA
"6083","Apocynaceae","Cionura","erecta","(L.) Griseb.",NA,NA
"6104","Apocynaceae","Cynanchum","acutum","L.",NA,NA
"5208","Apocynaceae","Cyprinia","gracilis","(Boiss.) Browicz",NA,NA
"2702","Apocynaceae","Nerium","oleander","L.",NA,NA
"4856","Apocynaceae","Periploca","graeca","L.",NA,NA
"2772","Apocynaceae","Periploca","laevigata","Aiton","ssp. angustifolia","(Labill.) Markgraf"
"2773","Apocynaceae","Periploca","laevigata","Aiton",NA,NA
"5203","Apocynaceae","Vinca","major","L.",NA,NA
"3244","Apocynaceae","Vinca","minor","L.",NA,NA
"3245","Apocynaceae","Vincetoxicum","hirundinaria","Medicus",NA,NA
"3246","Apocynaceae","Vincetoxicum","nigrum","(L.) Moench",NA,NA
"2505","Aquifoliaceae","Ilex","aquifolium","L.",NA,NA
"1861","Araceae","Arisarum","proboscideum","(L.) Savi",NA,NA
"1862","Araceae","Arisarum","vulgare","Targ.-Tozz.","ssp. simorrhinum","(Durieu) Maire & Weiller"
"1863","Araceae","Arisarum","vulgare","Targ.-Tozz.",NA,NA
"6596","Araceae","Arum","italicum","Miller",NA,NA
"6386","Araceae","Arum","purpureospathum","P.C. Boyce",NA,NA
"1927","Araceae","Biarum","tenuifolium","(L.) Schott",NA,NA
"2436","Araliaceae","Hedera","helix","L.",NA,NA
"4793","Araliaceae","Hedera","hibernica","(G. Kirchn.) Carrière",NA,NA
"4851","Araliaceae","Hydrocotyle","vulgaris","L.",NA,NA
"2094","Arecaceae","Chamaerops","humilis","L.",NA,NA
"2791","Arecaceae","Phoenix","theophrasti","Greuter",NA,NA
"5144","Aristolochiaceae","Aristolochia","baetica","L.",NA,NA
"1864","Aristolochiaceae","Aristolochia","microstoma","Boiss. & Spruner",NA,NA
"1865","Aristolochiaceae","Aristolochia","parvifolia","Sm.",NA,NA
"1866","Aristolochiaceae","Aristolochia","paucinervis","Pomel",NA,NA
"1867","Aristolochiaceae","Aristolochia","pistolochia","L.",NA,NA
"5206","Aristolochiaceae","Aristolochia","sempervirens","L.",NA,NA
"1878","Aristolochiaceae","Asarum","europaeum","L.",NA,NA
"1828","Asparagaceae","Anthericum","ramosum","L.",NA,NA
"1843","Asparagaceae","Aphyllanthes","monspeliensis","L.",NA,NA
"1879","Asparagaceae","Asparagus","acutifolius","L.",NA,NA
"5146","Asparagaceae","Asparagus","albus","L.",NA,NA
"1880","Asparagaceae","Asparagus","aphyllus","L.",NA,NA
"5779","Asparagaceae","Asparagus","officinalis","L.",NA,NA
"1881","Asparagaceae","Asparagus","stipularis","Forskal",NA,NA
"6409","Asparagaceae","Bellevalia","brevipedicellata","Turrrill",NA,NA
"3374","Asparagaceae","Bellevalia","flexuosa","Boiss.",NA,NA
"2134","Asparagaceae","Convallaria","majalis","L.",NA,NA
"2246","Asparagaceae","Dipcadi","serotinum","(L.) Medicus",NA,NA
"6159","Asparagaceae","Lapiedra","martinezii","Lag.",NA,NA
"6181","Asparagaceae","Leopoldia","comosa","(L.) Parl.",NA,NA
"6413","Asparagaceae","Leopoldia","weissii","Freyn",NA,NA
"2637","Asparagaceae","Maianthemum","bifolium","(L.) F.W. Schimidt",NA,NA
"2688","Asparagaceae","Muscari","commutatum","Guss.",NA,NA
"2690","Asparagaceae","Muscari","neglectum","Guss. ex Ten.",NA,NA
"3321","Asparagaceae","Muscari","parviflorum","Desf.",NA,NA
"6183","Asparagaceae","Muscari","racemosum","Mill.",NA,NA
"4828","Asparagaceae","Ornithogalum","collinum","Guss.",NA,NA
"2741","Asparagaceae","Ornithogalum","montanum","Cyr.",NA,NA
"2742","Asparagaceae","Ornithogalum","narbonense","L.",NA,NA
"6186","Asparagaceae","Ornithogalum","sphaerocarpum","A.Kern.",NA,NA
"2840","Asparagaceae","Polygonatum","multiflorum","(L.) All.",NA,NA
"2841","Asparagaceae","Polygonatum","odoratum","(Miller) Druce",NA,NA
"3330","Asparagaceae","Ruscus","aculeatus","L.",NA,NA
"2950","Asparagaceae","Ruscus","hypophyllum","L.",NA,NA
"2990","Asparagaceae","Scilla","autumnalis","L.",NA,NA
"2991","Asparagaceae","Scilla","bifolia","L.",NA,NA
"2992","Asparagaceae","Scilla","monophyllos","Link",NA,NA
"3208","Asparagaceae","Urginea","maritima","(L.) Baker",NA,NA
"1887","Asphodelaceae","Asphodelus","aestivus","Brot.",NA,NA
"6834","Asphodelaceae","Asphodelus","albus","Miller",NA,NA
"1890","Asphodelaceae","Asphodelus","fistulosus","L.",NA,NA
"6870","Asphodelaceae","Asphodelus","macrocarpus","Parl.",NA,NA
"1889","Asphodelaceae","Asphodelus","ramosus","L.",NA,NA
"6416","Asphodelaceae","Asphodelus","tenuifolius","Cav.",NA,NA
"1891","Aspleniaceae","Asplenium","obovatum","Viv.","ssp. lanceolatum","(Fiori) P. Silva"
"1892","Aspleniaceae","Asplenium","onopteris","L.",NA,NA
"1768","Asteraceae","Achillea","ageratum","L.",NA,NA
"5210","Asteraceae","Achillea","cretica","L.",NA,NA
"5691","Asteraceae","Achillea","maritima","(L.) Ehrend. & Y.P.Guo",NA,NA
"1769","Asteraceae","Achillea","millefolium","L.",NA,NA
"5679","Asteraceae","Achillea","santolinoides","Lag.",NA,NA
"6188","Asteraceae","Aetheorhiza","bulbosa","(L.) Cass.",NA,NA
"5214","Asteraceae","Ambrosia","maritima","L.",NA,NA
"5769","Asteraceae","Anacyclus","clavatus","(Desf.) Pers",NA,NA
"1818","Asteraceae","Andryala","integrifolia","L.",NA,NA
"5775","Asteraceae","Andryala","ragusina","L.",NA,NA
"1824","Asteraceae","Antennaria","carpathica","(Wahlenb.) Bluff & Fingerh.",NA,NA
"1825","Asteraceae","Anthemis","arvensis","L.",NA,NA
"1826","Asteraceae","Anthemis","chia","L.",NA,NA
"5662","Asteraceae","Anthemis","leucanthemifolia","Boiss. & Blanche",NA,NA
"6190","Asteraceae","Anthemis","pseudocotula","Boiss.",NA,NA
"6449","Asteraceae","Anthemis","tomentosa","Boiss.",NA,NA
"1845","Asteraceae","Aposeris","foetida","(L.) Less.",NA,NA
"1870","Asteraceae","Arnoseris","minima","(L.) Schweigger & Koerte",NA,NA
"4750","Asteraceae","Artemisia","alba","Turra",NA,NA
"5216","Asteraceae","Artemisia","arborescens","L.",NA,NA
"1873","Asteraceae","Artemisia","barrelieri","Besser",NA,NA
"1874","Asteraceae","Artemisia","genipi","Weber",NA,NA
"1875","Asteraceae","Artemisia","herba-alba","Asso",NA,NA
"6111","Asteraceae","Artemisia","scoparia","Waldst. and Kit.",NA,NA
"4752","Asteraceae","Artemisia","umbelliformis","Lam.",NA,NA
"1893","Asteraceae","Aster","amellus","L.",NA,NA
"1894","Asteraceae","Aster","linosyris","(L.) Bernh.",NA,NA
"1895","Asteraceae","Aster","sedifolius","L.",NA,NA
"6192","Asteraceae","Aster","subulatus","(Michx.) Hort. ex Michx.",NA,NA
"1903","Asteraceae","Atractylis","cancellata","L.",NA,NA
"1904","Asteraceae","Atractylis","humilis","L.",NA,NA
"3889","Asteraceae","Bellis","annua","L.",NA,NA
"3892","Asteraceae","Bellis","pappulosa","DC.",NA,NA
"3890","Asteraceae","Bellis","perennis","L.",NA,NA
"3891","Asteraceae","Bellis","sylvestris","Cyr.",NA,NA
"4859","Asteraceae","Bidens","frondosa","L.",NA,NA
"5796","Asteraceae","Bombycilaena","discolor","(Pers.) Laínz",NA,NA
"1934","Asteraceae","Bombycilaena","erecta","(L.) Smolj",NA,NA
"1957","Asteraceae","Buphthalmum","salicifolium","L.",NA,NA
"1973","Asteraceae","Calendula","arvensis","L.",NA,NA
"1990","Asteraceae","Carduncellus","caeruleus","(L.) C. Presl",NA,NA
"1991","Asteraceae","Carduncellus","monspelliensium","All.",NA,NA
"5805","Asteraceae","Carduus","bourgeanus","Boiss. & Reuter",NA,NA
"6871","Asteraceae","Carduus","meonanthus","Hoffmanns. & Link","ssp. valentinus","(Boiss. & Reut.) Devesa & Talavera"
"4955","Asteraceae","Carduus","nigrescens","Vill.",NA,NA
"1992","Asteraceae","Carduus","pycnocephalus","L.",NA,NA
"6672","Asteraceae","Carduus","tenuiflorus","Curtis",NA,NA
"2016","Asteraceae","Carlina","acaulis","L.",NA,NA
"2018","Asteraceae","Carlina","corymbosa","L.","ssp. corymbosa",NA
"2017","Asteraceae","Carlina","corymbosa","L.",NA,NA
"6451","Asteraceae","Carlina","diae","(Rech. fil.) Meusel & Kästner",NA,NA
"6872","Asteraceae","Carlina","graeca","Heldr. & Sart.",NA,NA
"2020","Asteraceae","Carlina","racemosa","L.",NA,NA
"4259","Asteraceae","Carthamus","dentatus","(Forskål) Vahl",NA,NA
"5807","Asteraceae","Carthamus","lanatus","L.",NA,NA
"6987","Asteraceae","Carthamus","mitissimus","L.",NA,NA
"2023","Asteraceae","Catananche","caerulea","L.",NA,NA
"4536","Asteraceae","Catananche","lutea","L.",NA,NA
"5218","Asteraceae","Centaurea","akamantis","T.Georgiadis & Hadjik.",NA,NA
"2027","Asteraceae","Centaurea","alba","L.","ssp. alba",NA
"2028","Asteraceae","Centaurea","antennata","Dufour",NA,NA
"4861","Asteraceae","Centaurea","aplolepa","Moretti","ssp. subciliata","(DC.) Arcangeli"
"2030","Asteraceae","Centaurea","aspera","L.","ssp. aspera",NA
"2029","Asteraceae","Centaurea","aspera","L.",NA,NA
"1696","Asteraceae","Centaurea","austro-anatolica","Hub.-Mor.",NA,NA
"2036","Asteraceae","Centaurea","boissieri","DC.","ssp. duffourii","Dostál"
"2052","Asteraceae","Centaurea","boissieri","DC.","ssp. pinae","(Pau) Dostál"
"2056","Asteraceae","Centaurea","boissieri","DC.","ssp. resupinata","(Cosson) Dostál"
"4579","Asteraceae","Centaurea","boissieri","DC.","ssp. spachii","(Schultz Bip. ex Willk.) Dostál"
"2031","Asteraceae","Centaurea","boissieri","DC.",NA,NA
"2033","Asteraceae","Centaurea","bracteata","Scop.",NA,NA
"2034","Asteraceae","Centaurea","calcitrapa","L.",NA,NA
"4677","Asteraceae","Centaurea","cariensis","Boiss.","ssp. microlepis","(Boiss) Wagenitz"
"4362","Asteraceae","Centaurea","corymbosa","Pourret",NA,NA
"2035","Asteraceae","Centaurea","cyanus","L.",NA,NA
"4754","Asteraceae","Centaurea","gadorensis","Blanca",NA,NA
"2037","Asteraceae","Centaurea","jacea","L.",NA,NA
"2048","Asteraceae","Centaurea","leucophaea","Jordan","ssp. leucophaea",NA
"3404","Asteraceae","Centaurea","linifolia","L.","ssp. linifolia",NA
"2039","Asteraceae","Centaurea","linifolia","L.",NA,NA
"2041","Asteraceae","Centaurea","maculosa","Lam.","ssp. albida","(Lecoq & Lamotte) Dostál"
"2042","Asteraceae","Centaurea","maculosa","Lam.","ssp. maculosa",NA
"4364","Asteraceae","Centaurea","maculosa","Lam.",NA,NA
"2043","Asteraceae","Centaurea","melitensis","L.",NA,NA
"3265","Asteraceae","Centaurea","ornata","Willd.","ssp. ornata",NA
"2045","Asteraceae","Centaurea","ornata","Willd.","ssp. saxicola","(Lag.) Dostál"
"2044","Asteraceae","Centaurea","ornata","Willd.",NA,NA
"2046","Asteraceae","Centaurea","orphanidea","Heldr. & Sart. ex Boiss.",NA,NA
"6642","Asteraceae","Centaurea","paui","Loscos ex Willk.",NA,NA
"2051","Asteraceae","Centaurea","pectinata","L.","ssp. pectinata",NA
"2050","Asteraceae","Centaurea","pectinata","L.",NA,NA
"4162","Asteraceae","Centaurea","ptosimopappa","Hayek",NA,NA
"2053","Asteraceae","Centaurea","pullata","L.",NA,NA
"6453","Asteraceae","Centaurea","pumilio","L.",NA,NA
"2055","Asteraceae","Centaurea","raphanina","Sibth. & Sm.","ssp. mixta","(DC.) Runemark"
"2054","Asteraceae","Centaurea","raphanina","Sibth. & Sm.",NA,NA
"2057","Asteraceae","Centaurea","rhaetica","Moritzi",NA,NA
"3898","Asteraceae","Centaurea","rouyi","Coincy",NA,NA
"316","Asteraceae","Centaurea","scabiosa","L.","ssp. scabiosa",NA
"2058","Asteraceae","Centaurea","scabiosa","L.",NA,NA
"2060","Asteraceae","Centaurea","seridis","L.",NA,NA
"2062","Asteraceae","Centaurea","solstitialis","L.","ssp. solstitialis",NA
"2061","Asteraceae","Centaurea","solstitialis","L.",NA,NA
"2047","Asteraceae","Centaurea","spinabadia","Bubani ex Timb.-Lagr.","ssp. hanryi","(Jordan) Dostál"
"2064","Asteraceae","Centaurea","triumfetti","All.",NA,NA
"322","Asteraceae","Centaurea","uniflora","L.","ssp. emigrantis","(Bub.) Pau et F.Q."
"2038","Asteraceae","Centaurea","vinyalsii","Sennen",NA,NA
"2092","Asteraceae","Chamaemelum","fuscatum","(Brot.) Vasc.",NA,NA
"2093","Asteraceae","Chamaemelum","mixtum","(L.) All.",NA,NA
"3428","Asteraceae","Chamomilla","recutita","(L.) Rauschert",NA,NA
"2096","Asteraceae","Cheirolophus","intybaceus","(Lam.) Dostál",NA,NA
"2097","Asteraceae","Chondrilla","juncea","L.",NA,NA
"5652","Asteraceae","Chrysanthemum","coronarium","L.",NA,NA
"2098","Asteraceae","Chrysanthemum","segetum","L.",NA,NA
"5822","Asteraceae","Cichorium","intybus","L.",NA,NA
"5220","Asteraceae","Cichorium","spinosum","L.",NA,NA
"6989","Asteraceae","Cirsium","acaulon","(L.) Scop.",NA,NA
"2102","Asteraceae","Cirsium","arvense","(L.) Scop.",NA,NA
"6196","Asteraceae","Cirsium","creticum","(Lam.) d'Urv.",NA,NA
"6674","Asteraceae","Cirsium","echinatum","(Desf.) DC.",NA,NA
"2103","Asteraceae","Cirsium","pannonicum","(L. Fil.) Link",NA,NA
"2104","Asteraceae","Cirsium","vulgare","(Savi) Ten.",NA,NA
"6914","Asteraceae","Cnicus","benedictus","L.",NA,NA
"3358","Asteraceae","Cota","palaestina","Kotschy",NA,NA
"2170","Asteraceae","Crepis","albida","Vill.",NA,NA
"2171","Asteraceae","Crepis","aspera","L.",NA,NA
"2173","Asteraceae","Crepis","capillaris","(L.) Wallr.",NA,NA
"6875","Asteraceae","Crepis","commutata","(Spreng.) Greuter",NA,NA
"6061","Asteraceae","Crepis","foetida","L.","ssp. foetida",NA
"6125","Asteraceae","Crepis","foetida","L.","ssp. rhoeadifolia","(M.Bieb.) Celak."
"2174","Asteraceae","Crepis","foetida","L.",NA,NA
"2175","Asteraceae","Crepis","froelichiana","DC. Ex Froelich",NA,NA
"440","Asteraceae","Crepis","hellenica","Kamari",NA,NA
"2178","Asteraceae","Crepis","neglecta","L.",NA,NA
"2179","Asteraceae","Crepis","pulchra","L.",NA,NA
"4166","Asteraceae","Crepis","reuterana","Boiss.",NA,NA
"2180","Asteraceae","Crepis","sancta","(L.) Babcock",NA,NA
"2176","Asteraceae","Crepis","vesicaria","L.","ssp. haenseleri","(Boiss. ex DC.) P.D. Sell"
"2182","Asteraceae","Crepis","vesicaria","L.",NA,NA
"6138","Asteraceae","Crepis","zacintha","(L.) Babcock",NA,NA
"2193","Asteraceae","Crupina","crupinastrum","(Moris) Vis.",NA,NA
"2201","Asteraceae","Cynara","humilis","L.",NA,NA
"5825","Asteraceae","Cynara","scolymus","L.",NA,NA
"5222","Asteraceae","Dittrichia","viscosa","(L.) Greuter","ssp. angustifolia","(Bég.) Greuter"
"2510","Asteraceae","Dittrichia","viscosa","(L.) W. Greuter","ssp. viscosa",NA
"2251","Asteraceae","Dittrichia","viscosa","(L.) W. Greuter",NA,NA
"2257","Asteraceae","Echinops","ritro","L.",NA,NA
"6107","Asteraceae","Echinops","spinosissimus","Turra",NA,NA
"6793","Asteraceae","Erigeron","annuus","(L.) Pers.",NA,NA
"6873","Asteraceae","Erigeron","bonariensis","L.",NA,NA
"6874","Asteraceae","Erigeron","canadensis","L.",NA,NA
"4756","Asteraceae","Erigeron","frigidus","Boiss. ex DC.",NA,NA
"2284","Asteraceae","Erigeron","uniflorus","L.",NA,NA
"2321","Asteraceae","Evax","pygmaea","(L.) Brot.",NA,NA
"4643","Asteraceae","Filago","arvensis","L.",NA,NA
"6202","Asteraceae","Filago","eriocephala","Guss.",NA,NA
"6685","Asteraceae","Filago","fuscescens","Pomel",NA,NA
"6880","Asteraceae","Filago","gallica","(L.) L.",NA,NA
"2339","Asteraceae","Filago","lutescens","Jordan",NA,NA
"2338","Asteraceae","Filago","pyramidata","L.",NA,NA
"2341","Asteraceae","Filago","vulgaris","Lam.",NA,NA
"2365","Asteraceae","Galactites","tomentosa","Moench",NA,NA
"6909","Asteraceae","Geropogon","hybridus","(L.) Sch.Bip.",NA,NA
"4524","Asteraceae","Hedypnois","cretica","(L.) Dum.-Courset",NA,NA
"5701","Asteraceae","Helichrysum","italicum","(Roth) G.Don","ssp. microphyllum","(Willd.) Nyman"
"6936","Asteraceae","Helichrysum","italicum","(Roth) G. Don","ssp. picardii","Franco"
"2460","Asteraceae","Helichrysum","italicum","(Roth) G. Don fil.","ssp. serotinum","(Boiss.) P. Fourn."
